show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,Duration in Mins,First Category,Murder Mystery?
s81,Movie,Firedrake the Silver Dragon,Tomer Eshed,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",United States,"Friday, 10 September 2021",2021,TV-Y7,93 min,Children & Family Movies,93,Children & Family Movies,No
s406,Movie,Chhota Bheem - Dinosaur World,Sidheswar Shukla,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadwaj",United States,"Thursday, 22 July 2021",2015,TV-Y,65 min,Children & Family Movies,65,Children & Family Movies,No
s407,Movie,Chhota Bheem - Neeli Pahaadi,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",United States,"Thursday, 22 July 2021",2013,TV-Y7,64 min,Children & Family Movies,64,Children & Family Movies,No
s408,Movie,Chhota Bheem & Ganesh,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",United States,"Thursday, 22 July 2021",2009,TV-Y7,68 min,Children & Family Movies,68,Children & Family Movies,No
s409,Movie,Chhota Bheem & Krishna: Mayanagari,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",United States,"Thursday, 22 July 2021",2011,TV-Y7,67 min,Children & Family Movies,67,Children & Family Movies,No
s410,Movie,Chhota Bheem & Krishna: Pataliputra- City of the Dead,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Arun Shekher, Sanchit Wartak",United States,"Thursday, 22 July 2021",2010,TV-Y7,66 min,Children & Family Movies,66,Children & Family Movies,No
s412,Movie,Chhota Bheem And The Crown of Valhalla,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",United States,"Thursday, 22 July 2021",2013,TV-Y7,64 min,Children & Family Movies,64,Children & Family Movies,No
s413,Movie,Chhota Bheem and the Incan Adventure,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",United States,"Thursday, 22 July 2021",2013,TV-Y7,65 min,Children & Family Movies,65,Children & Family Movies,No
s414,Movie,Chhota Bheem and The ShiNobi Secret,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",United States,"Thursday, 22 July 2021",2013,TV-Y7,64 min,Children & Family Movies,64,Children & Family Movies,No
s415,Movie,Chhota Bheem Aur Hanuman,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",United States,"Thursday, 22 July 2021",2012,TV-Y7,68 min,Children & Family Movies,68,Children & Family Movies,No
s417,Movie,Chhota Bheem aur Krishna vs Zimbara,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",United States,"Thursday, 22 July 2021",2013,TV-Y7,64 min,Children & Family Movies,64,Children & Family Movies,No
s418,Movie,Chhota Bheem in African Safari,Binayak Das,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadwaj, Rajesh Kava",United States,"Thursday, 22 July 2021",2015,TV-Y7,62 min,Children & Family Movies,62,Children & Family Movies,No
s419,Movie,Chhota Bheem Ka Roosi Romanch,"Arpan Sarkar, Shyamal Chaulia","Julie Tejwani, Sabina Malik, Jigna Bharadwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kava, Raju",United States,"Thursday, 22 July 2021",2019,TV-Y,63 min,Children & Family Movies,63,Children & Family Movies,No
s421,Movie,Chhota Bheem: Dholakpur to Kathmandu,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",United States,"Thursday, 22 July 2021",2012,TV-Y7,70 min,Children & Family Movies,70,Children & Family Movies,No
s422,Movie,Chhota Bheem: Dus Pe Dus,"Rajiv Chilaka, Owll Mina","Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",United States,"Thursday, 22 July 2021",2014,TV-Y7,63 min,Children & Family Movies,63,Children & Family Movies,No
s423,Movie,Chhota Bheem: Journey to Petra,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava",United States,"Thursday, 22 July 2021",2011,TV-Y7,68 min,Children & Family Movies,68,Children & Family Movies,No
s424,Movie,Chhota Bheem: Master of Shaolin,Rajiv Chilaka,"Pooja Punabi, Mausam, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Parigna Pandya",United States,"Thursday, 22 July 2021",2011,TV-Y7,74 min,Children & Family Movies,74,Children & Family Movies,No
s425,Movie,Chhota Bheem: The Rise of Kirmada,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",United States,"Thursday, 22 July 2021",2012,TV-Y7,68 min,Children & Family Movies,68,Children & Family Movies,No
s433,Movie,Trollhunters: Rise of the Titans,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco","Emile Hirsch, Lexi Medrano, Charlie Saxton, Kelsey Grammer, Fred Tatasciore, Steven Yeun, Cole Sand, Amy Landecker, Jonathan Hyde, Thomas F. Wilson, Lauren Tom, Diego Luna, Tatiana Maslany, Nick Offerman, Nick Frost, Colin O'Donoghue, Alfred Molina, Piotr Michael, Kay Bess, Angel Lin, James Hong",United States,"Wednesday, 21 July 2021",2021,TV-Y7,106 min,Children & Family Movies,106,Children & Family Movies,No
s812,Movie,Super Monsters: Once Upon a Rhyme,Steve Ball,"Elyse Maloway, Vincent Tong, Andrea Libman, Alessandro Juliani, Nicole Anthony, Erin Mathews, Diana Kaarina, Gigi Saul Guerrero, Asia Mattu, Rukiya Bernard, Ian James Corlett, Britt McKillip",United States,"Wednesday, 2 June 2021",2021,TV-Y,25 min,Children & Family Movies,25,Children & Family Movies,No
s1009,Movie,Motu Patlu VS Robo Kids,Suhas Kadav,"Sourav Chakraborty, Anil Dutt",United States,"Tuesday, 20 April 2021",2019,TV-Y,84 min,Children & Family Movies,84,Children & Family Movies,No
s1010,Movie,Rudra: Secret of the Black Moon,"Akshay Sanjeev Chavan, Sumit Das","Shailendra Pandey, Vinod Kulkarni, Rohan, Mukesh Pandey, Bhakti Shalini, Ghanshyam Shukla, Pankaj Kalra, Kanchan, Sanchit Wartak, Ajay Singhal",United States,"Tuesday, 20 April 2021",2020,TV-Y7,87 min,Children & Family Movies,87,Children & Family Movies,No
s1027,Movie,Barbie & Chelsea: The Lost Birthday,Cassi Simonds,"America Young, Cassidy Naber, Kirsten Day, Cassandra Morris, Lisa Fuson, Greg Chun, Benjamin Pronsky, Laila Berzins, Nakia Burrise, Jacob Craner",United States,"Friday, 16 April 2021",2021,TV-Y,60 min,Children & Family Movies,60,Children & Family Movies,No
s1075,Movie,Motu Patlu the Superheroes – Super Villains from Mars,Suhas Kadav,Saurav Chakraborty,United States,"Tuesday, 13 April 2021",2019,TV-Y7,79 min,Children & Family Movies,79,Children & Family Movies,No
s1305,Movie,Animals on the Loose: A You vs. Wild Movie,Ben Simms,Bear Grylls,United States,"Tuesday, 16 February 2021",2021,TV-PG,139 min,Children & Family Movies,139,Children & Family Movies,No
s1557,Movie,A Trash Truck Christmas,Eddie Rosas,"Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, Jackie Loeb, John DiMaggio",United States,"Friday, 11 December 2020",2020,TV-Y,28 min,Children & Family Movies,28,Children & Family Movies,No
s1581,Movie,Spirit Riding Free: Ride Along Adventure,"Beth Sleven, Allan Jacobsen, Kevin Wotton","Amber Frank, Bailey Gambertoglio, Sydney Park, Katey Sagal, Rachel Kimsey, Darcy Rose Byrnes, Duncan Joiner, Bella Aboulhosn, Kai Scott",United States,"Tuesday, 8 December 2020",2020,TV-Y7,79 min,Children & Family Movies,79,Children & Family Movies,No
s1582,Movie,Super Monsters: Santa’s Super Monster Helpers,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Rukiya Bernard, Asia Mattu, Elicia MacKenzie",United States,"Tuesday, 8 December 2020",2020,TV-Y,24 min,Children & Family Movies,24,Children & Family Movies,No
s1601,Movie,Chico Bon Bon and the Very Berry Holiday,Darragh O'Connell,"Robbie Daymond, Dayci Brookshire, Anthony Tedesco, Andy Abbott, Emma Sloan Jacobs, Joanna Lewis, Matt Mercer, Ian Nikus",United States,"Thursday, 3 December 2020",2020,TV-Y,25 min,Children & Family Movies,25,Children & Family Movies,No
s1610,Movie,Angela's Christmas Wish,Damien O’Connor,"Lucy O'Connell, Brendan Mullins, Ruth Negga, Lola Metcalfe, Jared Harris, Moe Dunford, Oscar Butler, Shona Hamill, Pat Kinevane, Janet Moran, Anya O'Connor",United States,"Tuesday, 1 December 2020",2020,TV-Y,48 min,Children & Family Movies,48,Children & Family Movies,No
s1633,Movie,Spookley and the Christmas Kittens,Bernie Denk,"Vlasta Vrana, Sonja Ball, Craig Francis, Richard C. Jones, Michael Perron, Terrence Scammell, Bruce Dinsmore, Jennifer Seguin, Daniel Brochu",United States,"Monday, 30 November 2020",2019,TV-Y,45 min,Children & Family Movies,45,Children & Family Movies,No
s1636,Movie,A Go! Go! Cory Carson Christmas,"Stanley Moore, Alex Woo","Alan C. Lim, Taron C. Hensley, Maisie Benson, Kerry Gudjohnsen, Paul Killam, Smith Foreman, Ann Kendrick, Ella Joy Ballesteros, Neena-Sinaii Simpo, Eli Morse",United States,"Friday, 27 November 2020",2020,TV-Y,22 min,Children & Family Movies,22,Children & Family Movies,No
s1667,Movie,Alien Xmas,Stephen Chiodo,"Keythe Farley, Dee Bradley Baker, Kaliayh Rhambo, Michelle Deco, Barbara Goodson",United States,"Friday, 20 November 2020",2020,TV-Y,42 min,Children & Family Movies,42,Children & Family Movies,No
s1752,Movie,Elf Pets: A Fox Cub’s Christmas Tale,Chanda Bell,"Leslie Bellair, Brad Hyland, Brody Rose, Carol Aebersold",United States,"Sunday, 1 November 2020",2020,TV-Y,28 min,Children & Family Movies,28,Children & Family Movies,No
s1753,Movie,Elf Pets: Santa’s Reindeer Rescue,Chanda Bell,"Brad Hyland, Drew Barber, Ashley Roberts, Lowrey Brown, Kristyl Tift, Manny Mahen, Olivia Berkeley, Eleanor Rocha",United States,"Sunday, 1 November 2020",2020,TV-Y,27 min,Children & Family Movies,27,Children & Family Movies,No
s1845,Movie,A Babysitter's Guide to Monster Hunting,Rachel Talalay,"Tamara Smart, Oona Laurence, Tom Felton, Troy Leigh-Anne Johnson, Lynn Masako Cheng, Ty Consiglio, Ian Ho, Indya Moore, Alessio Scalzotto, Tamsen McDonough",United States,"Thursday, 15 October 2020",2020,TV-PG,99 min,Children & Family Movies,99,Children & Family Movies,No
s1893,Movie,A Go! Go! Cory Carson Halloween,"Alex Woo, Stanley Moore","Alan C. Lim, Smith Foreman, Maisie Benson, Ann Kendrick, Kerry Gudjohnsen, Paul Killam, Stanley Moore, Tyler Hendrix, Ella Joy Ballesteros, Jimmy Olea",United States,"Friday, 2 October 2020",2020,TV-Y,22 min,Children & Family Movies,22,Children & Family Movies,No
s2005,Movie,Wish Upon a Unicorn,Steve Bencich,"Ryan Kiera Armstrong, Summer Fontana, Kevin J. O'Connor, Tait Blum, Jon Gries, Branscombe Richmond, Rick Overton, Jonathan Lajoie, Chloe Webb",United States,"Tuesday, 15 September 2020",2020,PG,93 min,Children & Family Movies,93,Children & Family Movies,No
s2011,Movie,How to Train Your Dragon 2,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington",United States,"Friday, 11 September 2020",2014,PG,102 min,Children & Family Movies,102,Children & Family Movies,No
s2156,Movie,The Magic School Bus Rides Again Kids In Space,Richard Weston,"Kate McKinnon, Matthew Mucci, Mikaela Blake, Gabby Clarke, Roman Lutterotti, Leke Maceda-Rustecki, Birva Pandya, Lynsey Pham, Kaden Stephen",United States,"Friday, 7 August 2020",2020,TV-Y,46 min,Children & Family Movies,46,Children & Family Movies,No
s2167,Movie,A Go! Go! Cory Carson Summer Camp,"Stanley Moore, Alex Woo","Alan C. Lim, Smith Foreman, Abigail Vibat, Pfifer Chastain, Jim Capobianco, Neena-Sinaii Simpo, Eli Morse, Adelaide Hirasaki, Paul Killam, Kerry Gudjohnsen, Maisie Benson",United States,"Tuesday, 4 August 2020",2020,TV-Y,21 min,Children & Family Movies,21,Children & Family Movies,No
s2189,Movie,Sugar High,Ariel Boles,Hunter March,United States,"Friday, 31 July 2020",2020,TV-G,44 min,Children & Family Movies,44,Children & Family Movies,No
s2580,Movie,Go! Go! Cory Carson: The Chrissy,"Alex Woo, Stanley Moore","Alan C. Lim, Maisie Benson, Kerry Gudjohnsen, Terrance Smith, Paul Killam, Omari Weaver, Ella Joy Ballesteros, Smith Foreman, Stanley Moore",United States,"Friday, 1 May 2020",2020,TV-Y,42 min,Children & Family Movies,42,Children & Family Movies,No
s2594,Movie,Thomas & Friends: Marvelous Machinery: A New Arrival,Joey So,"Joseph May, Keith Wickham, Yvonne Grundy, Jules De Jongh, Rachael Louise Miller, Rob Rackstraw, Mike Grady",United States,"Friday, 1 May 2020",2020,TV-Y,23 min,Children & Family Movies,23,Children & Family Movies,No
s2595,Movie,Thomas & Friends: Marvelous Machinery: World of Tomorrow,Joey So,"Joseph May, Keith Wickham, Yvonne Grundy, Matt McCooey, Joe Swash, Jules De Jongh, Rob Rackstraw, Rachael Louise Miller, Mike Grady, Siu-See Hung",United States,"Friday, 1 May 2020",2020,TV-Y,23 min,Children & Family Movies,23,Children & Family Movies,No
s2596,Movie,Thomas & Friends: Thomas and the Royal Engine,Joey So,"Rosamund Pike, Joseph May, Keith Wickham, Sharon Miller, Jules De Jongh, Rachael Louise Miller, Rob Rackstraw",United States,"Friday, 1 May 2020",2020,TV-Y,23 min,Children & Family Movies,23,Children & Family Movies,No
s2812,Movie,Digs & Discoveries: All Track's Lead to Rome,Joey So,"Joseph May, Anna Francolini, Antonio Magro, Montserrat Lombard, Flaminia Cinque, Keith Wickham",United States,"Sunday, 15 March 2020",2019,TV-Y,23 min,Children & Family Movies,23,Children & Family Movies,No
s2813,Movie,Digs & Discoveries: Mines of Mystery,Joey So,"Joseph May, Flaminia Cinque, Anna Francolini, Teresa Gallagher, Montserrat Lombard, Antonio Magro, Vincenzo Nicoli",United States,"Sunday, 15 March 2020",2019,TV-Y,23 min,Children & Family Movies,23,Children & Family Movies,No
s2815,Movie,Steam Team to the Rescue,Joey So,"Joseph May, Keith Wickham, Yvonne Grundy, Jules De Jongh, Rachael Louise Miller, Rob Rackstraw, Christopher Ragland, Kerry Shale, Teresa Gallagher, Bob Golding",United States,"Sunday, 15 March 2020",2019,TV-Y,23 min,Children & Family Movies,23,Children & Family Movies,No
s2859,Movie,Calico Critters: Everyone's Big Dream Flying in the Sky,Momoko Kamiya,Erika Harlacher,United States,"Sunday, 1 March 2020",2019,TV-Y,11 min,Children & Family Movies,11,Children & Family Movies,No
s3230,Movie,Super Monsters Save Christmas,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr, Gigi Saul Guerrero, Brian Drummond",United States,"Tuesday, 26 November 2019",2019,TV-Y,24 min,Children & Family Movies,24,Children & Family Movies,No
s3319,Movie,Escape from Mr. Lemoncello’s Library,Scott McAboy,"Casey Simpson, Breanna Yde, Klarke Pipkin, Angel Luis Rivera Jr., Russell Roberts, Ty Consiglio, Hayley Scherpenisse, Patti Allan, Katey Hoffman",United States,"Saturday, 2 November 2019",2017,TV-Y,69 min,Children & Family Movies,69,Children & Family Movies,No
s3322,Movie,LEGENDS OF THE HIDDEN TEMPLE,Joe Menendez,"Isabela Moner, Jet Jurgensmeyer, Colin Critchley, Kirk Fogg, Dee Bradley Baker",United States,"Saturday, 2 November 2019",2016,TV-PG,68 min,Children & Family Movies,68,Children & Family Movies,No
s3457,Movie,Super Monsters: Vida's First Halloween,"Jacob Joice, Steve Ball","Gigi Saul Guerrero, Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr",United States,"Friday, 4 October 2019",2019,TV-Y,24 min,Children & Family Movies,24,Children & Family Movies,No
s3545,Movie,Spookley the Square Pumpkin,Bernie Denk,"Sonja Ball, Craig Francis, Rick Jones, Michel Perron, Holly Gauthier-Frankel, Norman Groulx, Terrence Scammell, Bruce Dinsmore, Jennifer Seguin",United States,"Sunday, 1 September 2019",2004,G,47 min,Children & Family Movies,47,Children & Family Movies,No
s4066,Movie,The Spiderwick Chronicles,Mark Waters,"Freddie Highmore, Mary-Louise Parker, Sarah Bolger, Joan Plowright, David Strathairn, Nick Nolte, Seth Rogen, Andrew McCarthy, Martin Short",United States,"Friday, 1 March 2019",2008,PG,97 min,Children & Family Movies,97,Children & Family Movies,No
s4140,Movie,LEGO Marvel Super Heroes: Black Panther,Michael D. Black,"James Mathis III, Keston John, Yvette Nicole Brown, Daisy Lightfoot, Isaac C. Singleton Jr., Trevor Devall, Liam O'Brien, Mick Wingert, Fred Tatasciore, Laura Bailey",United States,"Friday, 1 February 2019",2018,TV-Y7,22 min,Children & Family Movies,22,Children & Family Movies,Yes
s4324,Movie,Super Monsters and the Wish Star,Jacob Joice,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr, Gigi Saul Guerrero",United States,"Friday, 7 December 2018",2018,TV-Y,28 min,Children & Family Movies,28,Children & Family Movies,No
s4365,Movie,My Little Pony Friendship Is Magic: Best Gift Ever,"Denny Lu, Mike Myhre","Tara Strong, Andrea Libman, Ashleigh Ball, Cathy Weseluck, Tabitha St. Germain, John de Lancie, Sam Vincent, Garry Chalk",United States,"Sunday, 25 November 2018",2018,TV-Y,44 min,Children & Family Movies,44,Children & Family Movies,No
s4590,Movie,My Little Pony Equestria Girls: Forgotten Friendship,Ishi Rudell,"Ashleigh Ball, Andrea Libman, Rebecca Shoichet, Tabitha St. Germain, Tara Strong, Nicole Oliver",United States,"Monday, 1 October 2018",2018,TV-Y,44 min,Children & Family Movies,44,Children & Family Movies,No
s4991,Movie,Stretch Armstrong: The Breakout,Victor Cook,"Scott Menville, Steven Yeun, Ogie Banks, Nazneen Contractor, Kate Mulgrew, Wil Wheaton, Keith David, Jon Heder, Yvette Nicole Brown, Clancy Brown, James Arnold Taylor, Grey Griffin, Miguel Ferrer, Kelly Hu, Walter Koenig, Vanessa Marshall, Will Friedle, Andrew Kishino",United States,"Tuesday, 13 March 2018",2018,TV-Y7,104 min,Children & Family Movies,104,Children & Family Movies,No
s5341,Movie,LEGO Marvel Super Heroes: Avengers Reassembled!,Rob Silvestri,"Laura Bailey, Troy Baker, Eric Bauza, Ben Diskin, Grant George, JP Karliak, Jim Meskimen, Bumper Robinson, Roger Craig Smith, Fred Tatasciore, Travis Willingham, Mick Wingert",United States,"Sunday, 6 August 2017",2015,TV-Y7,22 min,Children & Family Movies,22,Children & Family Movies,No
s5644,Movie,LEGO: Marvel Super Heroes: Maximum Overload,Greg Richardson,"Troy Baker, Drake Bell, Fred Tatasciore, Dee Bradley Baker, Steve Blum, Adrian Pasdar, Greg Cipes, Chi McBride, Barry Dennen, Robin Atkin Downes",United States,"Friday, 6 January 2017",2013,TV-Y7,22 min,Children & Family Movies,22,Children & Family Movies,No
s5888,Movie,Walt Disney Animation Studios Short Films Collection,"Chris Buck, Jennifer Lee, Patrick Osborne, Lauren MacMullan, John Kahrs, Nathan Greno, Byron Howard, Stevie Wermers, Dean Wellins, Kevin Deters, Roger Allers, Mike Gabriel, Mark Henn","Kristen Bell, Josh Gad, Jonathan Groff, Idina Menzel, Geoffrey Jones, Alfre Woodard, Carrie Harrington, Tim Hodge, David Murray, Sarah Chalke, Dave Foley, Derek Richardson, Betty White, Zachary Levi, Mandy Moore",United States,"Sunday, 25 October 2015",2015,TV-Y,90 min,Children & Family Movies,90,Children & Family Movies,No
s6066,Movie,A Wrinkle in Time,Ava DuVernay,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael Peña, Bellamy Young, André Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson",United States,"Tuesday, 25 September 2018",2018,PG,110 min,Children & Family Movies,110,Children & Family Movies,No
s6125,Movie,Alpha and Omega 2: A Howl-iday Adventure,Richard Rich,"Ben Diskin, Kate Higgins, Blackie Rose, Lindsay Torrance, Liza West, Tracy Pfau, Bill Lader, Meryl Leigh, Shaun Gerardo",United States,"Tuesday, 1 October 2019",2013,TV-G,45 min,Children & Family Movies,45,Children & Family Movies,No
s6155,Movie,An American Tail: The Treasures of Manhattan Island,Larry Latham,"Thomas Dekker, Dom DeLuise, Pat Musick, Nehemiah Persoff, Erica Yohn, Lacey Chabert, Elaine Bilstad, Rene Auberjonois, David Carradine, Sherman Howard, Tony Jay, Richard Karron, John Kassir, Ron Perlman",United States,"Sunday, 1 April 2018",2000,G,79 min,Children & Family Movies,79,Children & Family Movies,No
s6170,Movie,Annabelle Hooper and the Ghosts of Nantucket,Paul Serafini,"Bailee Madison, Robert Capron, Rachel Resheff, Mavrick Moreno, Whitney Goin, Gary Weeks, Juliana Harkavy, Kevin B. McGlynn, Jamison Stern, Mia Matthews, Bianca Matthews",United States,"Tuesday, 1 August 2017",2016,TV-PG,92 min,Children & Family Movies,92,Children & Family Movies,No
s6174,Movie,Antariksha Ke Rakhwale,Anirban Majumder,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",United States,"Tuesday, 18 June 2019",2018,TV-Y7,65 min,Children & Family Movies,65,Children & Family Movies,No
s6222,Movie,Balto 2: Wolf Quest,Phil Weinstein,"Maurice LaMarche, Jodi Benson, Lacey Chabert, David Carradine, Mark Hamill, Charles Fleischer, Peter MacNicol, Rob Paulsen, Nicolette Little, Melanie Stone",United States,"Sunday, 1 April 2018",2001,G,75 min,Children & Family Movies,75,Children & Family Movies,No
s6223,Movie,Balto 3: Wings of Change,Phil Weinstein,"Maurice LaMarche, Sean Astin, Keith Carradine, Charles Fleischer, Jodi Benson, Bill Fagerbakke, Charity James, Kathy Najimy, David Paymer, Jean Smart",United States,"Sunday, 1 April 2018",2004,G,78 min,Children & Family Movies,78,Children & Family Movies,No
s6235,Movie,Barbie & Her Sisters in a Pony Tale,Kyran Kelly,"Kelly Sheridan, Kazumi Evans, Claire Corlett, Ashlyn Drummond, Alex Kelly, Tabitha St. Germain, Shannon Chan-Kent",United States,"Sunday, 1 October 2017",2013,TV-Y,74 min,Children & Family Movies,74,Children & Family Movies,No
s6236,Movie,Barbie in A Mermaid Tale,Adam Wood,"Kelly Sheridan, Kathleen Barr, Tabitha St. Germain, Peter Mel, Nakia Burrise, Maryke Hendrikse, Emma Pierson, Ciara Janson, Garry Chalk, Nicole Oliver",United States,"Sunday, 1 October 2017",2010,TV-Y,74 min,Children & Family Movies,74,Children & Family Movies,No
s6237,Movie,Barbie in Princess Power,Zeke Norton,"Kelly Sheridan, Britt Irvin, Michael Kopsa, Rebecca Husain, Kira Tozer",United States,"Sunday, 1 October 2017",2015,TV-Y,74 min,Children & Family Movies,74,Children & Family Movies,No
s6238,Movie,Barbie in Rock 'N Royals,Karen J. Lloyd,"Kelly Sheridan, Chiara Zanni, Bethany Brown, Devyn Dalton, Michael Dobson, Brynna Drummond, Rachel Harrison, Alessandro Juliani, Peter Kelamis, Omari Newton, Ingrid Nilson, Nicole Oliver, Shaun Smyth, Kira Tozer",United States,"Sunday, 1 October 2017",2015,TV-Y,83 min,Children & Family Movies,83,Children & Family Movies,No
s6239,Movie,Barbie Star Light Adventure,"Andrew Tan, Michael Goguen","Erica Lindbeck, Robbie Daymond, Kimberly Woods, Sarah Anne Williams, Michael Chandler, Dwight Schultz, Ben Bledsoe, Jonathan Lipow, Lucien Dodge, Laura Post",United States,"Sunday, 1 October 2017",2016,TV-Y,79 min,Children & Family Movies,79,Children & Family Movies,No
s6240,Movie,Barbie: A Fairy Secret,William Lau,"Diana Kaarina, Adrian Petriw, Britt Irvin, Cassandra Morris, Kate Higgins, Silvio Pollio, Brittney Wilson, Alexandra Carter, Nicole Oliver, Barbara Tyson",United States,"Sunday, 1 October 2017",2010,TV-Y7,72 min,Children & Family Movies,72,Children & Family Movies,No
s6243,Movie,Barbie: The Princess & the Popstar,Ezekiel Norton,"Kelly Sheridan, Jennifer Waris, Ashleigh Ball, Tiffany Kathryn, Ellie King, Peter Kelamis, Jonathan Holmes, Allison Warnyca, Christopher Gaze, Lauren Lavoie",United States,"Sunday, 1 October 2017",2012,TV-Y,75 min,Children & Family Movies,75,Children & Family Movies,No
s6244,Movie,Barbie: Video Game Hero,"Conrad Helten, Ezekiel Norton, Michael Goguen","Erica Lindbeck, Sienna Bohn, Shannon Chan-Kent, Michael Dobson, Alyssya Swales, Rebekah Asselstine, Brad Swaile, Sam Vincent, Ingrid Nilson, Nesta Cooper",United States,"Sunday, 1 October 2017",2017,TV-Y,72 min,Children & Family Movies,72,Children & Family Movies,No
s6463,Movie,Chhota Bheem Ka Romani Adventure,"Asit Mohapatra, Shyamal Chaulia","Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",United States,"Friday, 10 May 2019",2018,TV-Y7,62 min,Children & Family Movies,62,Children & Family Movies,No
s6537,Movie,Coraline,Henry Selick,"Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders, Dawn French, Keith David, Robert Bailey Jr., Ian McShane",United States,"Thursday, 16 March 2017",2009,PG,101 min,Children & Family Movies,101,Children & Family Movies,No
s6622,Movie,Dolphin Kick,Philip Marlatt,"Axle McCoy, Travis McCoy, Tyler Jade Nixon, Alexis Louder, DeVaughn Gow, LaVaughn Hamilton, Maya Simmons, Quddus Newton, Jordan Padreira, Derek Lee Nixon",United States,"Wednesday, 5 June 2019",2019,TV-PG,90 min,Children & Family Movies,90,Children & Family Movies,No
s7109,Movie,???? ????? : ??? ??,Young Jun Lee,"Um Sang-hyun, Yang Jeong-hwa, Jeon Tae-yeol, Shin Yong-woo, Lee So-young, So-yeon",United States,"Saturday, 1 September 2018",2018,TV-Y7,68 min,Children & Family Movies,68,Children & Family Movies,No
s7228,Movie,Krish Trish and Baltiboy: Battle of Wits,"Munjal Shroff, Tilak Shetty","Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal, Deepak Chachra",United States,"Friday, 8 September 2017",2013,TV-Y7,62 min,Children & Family Movies,62,Children & Family Movies,No
