show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,Duration in Mins,First Category,Murder Mystery?
s2521,Movie,Heaven Without People,Lucien Bourjeily,"Farah Shaer, Jean Paul Hage, Samira Sarkis, Jenny Gebara, Laeticia Semaan, Nadim Abou Samra, Hussein Hijazi, Ghassan Chemali",Lebanon,"Friday, 15 May 2020",2017,TV-MA,91 min,"Dramas, International Movies",91,Dramas,No
s2655,Movie,The Set Up,Niyi Akinmolayan,"Adesua Etomi, Jim Iyke, Dakore Akande, Marie Humbert, Ayoola Ayolola, Tina Mba, Joke Silva, Kehinde Bankole",Nigeria,"Wednesday, 22 April 2020",2019,TV-MA,105 min,"Dramas, International Movies",105,Dramas,No
s2672,Movie,Rising High,Cüneyt Kaya,"David Kross, Frederick Lau, Janina Uhse, Anne Schäfer, Sophia Thomalla",Germany,"Friday, 17 April 2020",2020,TV-MA,95 min,"Dramas, International Movies",95,Dramas,No
s2781,Movie,Curtiz,Tamas Yvan Topolanszky,"Ferenc Lengyel, Evelin Dobos, Declan Hannigan, Scott Alexander Young, József Gyabronka, Nikolett Barabas, Yan Feldman, Rafael Feldman, Christopher Krieg, Andrew Hefler, Lili Bordán",Hungary,"Wednesday, 25 March 2020",2018,TV-MA,99 min,"Dramas, International Movies",99,Dramas,No
s2844,Movie,Aurora,Cristi Puiu,"Cristi Puiu, Clara Voda, Catrinel Dumitrescu, Luminita Gheorghiu, Valentin Popescu, Gheorghe Ifrim, Ileana Puiu, Valeria Seciu, Gelu Colceag","Romania, France, Switzerland, Germany","Wednesday, 4 March 2020",2010,TV-MA,186 min,"Dramas, International Movies",186,Dramas,No
s2880,Movie,Gbomo Gbomo Express,Walter Taylaur,"Ramsey Nouah, Gideon Okeke, Osas Ighodaro Ajibade, Blossom Chukwujekwu, Kiki Omeili, Gbenro Ajibade, Ikechukwu, Alexx Ekubo, Shaffy Bello",Nigeria,"Wednesday, 26 February 2020",2015,TV-MA,97 min,"Dramas, International Movies",97,Dramas,No
s2883,Movie,The Arbitration,Niyi Akinmolayan,"Adesua Etomi, O.C. Ukeje, Ireti Doyle, Sola Fosudo, Somkele Iyamah, Lota Chukwu, Gregory Ojefua, Beverly Naya, Bimbo Ademoye, Pius Fatoke",Nigeria,"Wednesday, 26 February 2020",2016,TV-MA,101 min,"Dramas, International Movies",101,Dramas,No
s2971,Movie,37 Seconds,Hikari,"Mei Kayama, Misuzu Kanno, Shunsuke Daitoh, Makiko Watanabe, Yoshihiko Kumashino, Minori Hagiwara, Shohei Uno, Yuka Itaya, Kiyohiko Shibukawa, Eita Okuno, Haruka Imou, Toshinori Omi",Japan,"Friday, 31 January 2020",2020,TV-MA,116 min,"Dramas, International Movies",116,Dramas,No
s2973,Movie,Gang of the Caribbean,Jean-Claude Flamand-Barny,"Djédjé Apali, Eriq Ebouaney, Adama Niane, Vincent Vermignon, Djibril Pavadé, Zita Hanrot, Karim Belkhadra, Lise Lomi, Zoé Charron, Jocelyne Béroard, Julien Courbey, Lucien Jean-Baptiste, Romane Bohringer, Mathieu Kassovitz",France,"Friday, 31 January 2020",2016,TV-MA,86 min,"Dramas, International Movies",86,Dramas,No
s2982,Movie,Close Enemies,David Oelhoffen,"Matthias Schoenaerts, Reda Kateb, Adel Bencherif, Sofiane Zermani, Sabrina Ouazani, Gwendolyn Gourvenec, Nicolas Giraud, Yann Goven, Astrid Whettnall, Ahmed Benaissa, Marc Barbé","France, Belgium","Wednesday, 29 January 2020",2018,TV-MA,112 min,"Dramas, International Movies",112,Dramas,No
s3090,Movie,Hot Gimmick: Girl Meets Boy,Yuki Yamato,"Miona Hori, Hiroya Shimizu, Shotaro Mamiya, Mizuki Itagaki, Hiyori Sakurada, Kaisei Kamimura, Ai Yoshikawa, Ryohei Shima, Asuka Kurosawa, Kazuya Takahashi, Takashi Sorimachi, Riho Yoshioka",Japan,"Saturday, 28 December 2019",2019,TV-MA,120 min,"Dramas, International Movies",120,Dramas,No
s3159,Movie,The Sky Is Pink,Shonali Bose,"Rohit Saraf, Zaira Wasim, Farhan Akhtar, Priyanka Chopra","India, United Kingdom, Canada, United States","Wednesday, 11 December 2019",2019,TV-MA,143 min,"Dramas, International Movies",143,Dramas,No
s3172,Movie,Slow Country,Eric Aghimien,"Ivie Okujaye, Sambasa Nzeribe, Tope Tedela, Gina Castel, Majid Michel, Victor Erabie, Brutus Richard, Adebayo Thomas",Nigeria,"Friday, 6 December 2019",2017,TV-MA,115 min,"Dramas, International Movies",115,Dramas,No
s3212,Movie,Kalushi: The Story of Solomon Mahlangu,Mandla Dube,"Thabo Rametsi, Thabo Malema, Welile Nzuza, Jafta Mamabolo, Louw Venter, Pearl Thusi",South Africa,"Friday, 29 November 2019",2016,TV-MA,107 min,"Dramas, International Movies",107,Dramas,No
s3349,Movie,The Man Without Gravity,Marco Bonfanti,"Elio Germano, Michela Cescon, Elena Cotta, Silvia D'Amico, Vincent Scarito","Italy, Belgium","Friday, 1 November 2019",2019,TV-MA,107 min,"Dramas, International Movies",107,Dramas,No
s3426,Movie,Street Flow,"Leïla Sy, Kery James","Kery James, Jammeh Diangana, Chloé Jouannet, Bakary Diombera",France,"Sunday, 13 October 2019",2019,TV-MA,96 min,"Dramas, International Movies",96,Dramas,No
s3626,Movie,No One Will Ever Know,Jesús Torres Torres,"Adriana Paz, Jorge A. Jiménez, David Medel, Arcelia Ramírez, Luciano Marti, Joanna Larequi, Claudia Santiago, Paul Choza, Gabriel Casanova, Alisson Santiago, Manuel Ojeda, Ofelia Medina, Silvia Pasquel",Mexico,"Monday, 5 August 2019",2017,TV-MA,102 min,"Dramas, International Movies",102,Dramas,No
s3773,Movie,Alles ist gut,Eva Trobisch,"Aenne Schwarz, Andreas Döhler, Hans Löw, Tilo Nest, Lina Wendel, Lisa Hagmeister",Germany,"Thursday, 6 June 2019",2019,TV-MA,90 min,"Dramas, International Movies",90,Dramas,No
s3895,Movie,A Fortunate Man,Bille August,"Esben Smed, Katrine Rosenthal, Benjamin Kitter, Julie Christiansen, Tommy Kenter, Tammi Øst, Rasmus Bjerg, Ole Lemmeke, Sarah Viktoria Bjerregaard, Anders Hove, Jens Albinus",Denmark,"Saturday, 20 April 2019",2018,TV-MA,168 min,"Dramas, International Movies",168,Dramas,No
s3905,Movie,The Ruthless,Renato De Maria,"Riccardo Scamarcio, Sara Serraiocco, Alessio Praticò, Alessandro Tedeschi, Marie-Ange Casta","Italy, France","Friday, 19 April 2019",2019,TV-MA,111 min,"Dramas, International Movies",111,Dramas,No
s3922,Movie,Who Would You Take to a Deserted Island?,Jota Linares,"María Pedraza, Jaime Lorente, Pol Monen, Andrea Ros",Spain,"Saturday, 13 April 2019",2019,TV-MA,94 min,"Dramas, International Movies",94,Dramas,No
s3952,Movie,Jagat,Shanjey Kumar Perumal,"Harvind Raj, Jibrail Rajhula, Tinesh Sarathi Krishnan, Kuben Mahadevan, Senthil Kumaran Muniandy",Malaysia,"Tuesday, 2 April 2019",2015,TV-MA,76 min,"Dramas, International Movies",76,Dramas,No
s4049,Movie,River's Edge,Isao Yukisada,"Fumi Nikaido, Ryo Yoshizawa, Shuhei Uesugi, Sumire, Shiori Doi, Aoi Morikawa",Japan,"Saturday, 2 March 2019",2018,TV-MA,118 min,"Dramas, International Movies",118,Dramas,No
s4083,Movie,The Photographer Of Mauthausen,Mar Targarona,"Mario Casas, Richard van Weyden, Alain Hernández, Adrià Salazar, Eduard Buch, Stefan Weinert, Rubén Yuste, Nikola Stojanovic, Frank Feys, Marc Rodríguez, Albert Mora, Luka Peros, Rainer Reiners, Toni Gomila, Emilio Gavira, Macarena Gómez",Spain,"Saturday, 23 February 2019",2018,TV-MA,110 min,"Dramas, International Movies",110,Dramas,No
s4155,Movie,High Society,Byun Hyuk,"Park Hae-il, Su Ae, Yoon Je-moon, Ra Mi-ran, Lee Jin-wook, Kim Gyu-sun, Han Ju-yeong, Kim Hae-gon, Nam Moon-cheol, Jang So-yeon",South Korea,"Tuesday, 29 January 2019",2018,TV-MA,137 min,"Dramas, International Movies",137,Dramas,No
s4165,Movie,Goyo: The Boy General,Jerrold Tarog,"Paulo Avelino, Carlo Aquino, Arron Villaflor, Mon Confiado, Gwen Zamora, Jeffrey Quizon, Alvin Anson, Empress Schuck, Perla Bautista, Benjamin Alves",Philippines,"Saturday, 26 January 2019",2018,TV-MA,150 min,"Dramas, International Movies",150,Dramas,No
s4253,Movie,A Twelve Year Night,Álvaro Brechner,"Antonio de la Torre, Chino Darín, Alfonso Tort, Soledad Villamil, César Troncoso, Silvia Pérez Cruz, César Bordón, Mirella Pascual, Nidia Telles, Eduardo Recabarren","Uruguay, Argentina, Spain","Friday, 28 December 2018",2018,TV-MA,122 min,"Dramas, International Movies",122,Dramas,No
s4350,Movie,Set Off,Liu Jiang,"Wenpei Ju, Fan Wei, Liu Hua, Qianyuan Wang, Ren Zhengbin, He Jiang",China,"Saturday, 1 December 2018",2008,TV-MA,96 min,"Dramas, International Movies",96,Dramas,No
s4355,Movie,El club de los insomnes,"Joseduardo Giordano, Sergio Goyri Jr.","Cassandra Ciangherotti, Leonardo Ortizgris, Alejandra Ambrosi, Alexandra De La Mora, Mónica Dionne, Sergio Goyri, Fernando Becerril, Humberto Busto, Marco Méndez, Alejandra Urdiaín, Khristian Clausen, Fernando Luján",Mexico,"Friday, 30 November 2018",2018,TV-MA,82 min,"Dramas, International Movies",82,Dramas,No
s4647,Movie,On My Skin,Alessio Cremonini,"Alessandro Borghi, Jasmine Trinca, Milvia Marigliano, Max Tortora",Italy,"Wednesday, 12 September 2018",2018,TV-MA,100 min,"Dramas, International Movies",100,Dramas,No
s4650,Movie,The Resistance Banker,Joram Lürsen,"Barry Atsma, Jacob Derwig, Pierre Bokma, Jaap Spijkers, Raymond Thiry, Fockeline Ouwerkerk, Matteo van der Grijn, Jochum ten Haaf, Peter Jordan, Götz Schubert",Netherlands,"Tuesday, 11 September 2018",2018,TV-MA,123 min,"Dramas, International Movies",123,Dramas,No
s4831,Movie,The last hour,Eduardo Mendoza de Echave,"Pietro Sibille, Nidia Bermejo, Toño Vega, Tommy Párraga, Fausto Molina, Katerina D'Onofrio, Haysen Percovich, Emilram Cossío, Sandro Calderón, Tony Dulzaidez","Chile, Peru","Friday, 15 June 2018",2017,TV-MA,119 min,"Dramas, International Movies",119,Dramas,No
s4879,Movie,Forgive Us Our Debts,Antonio Morabito,"Marco Giallini, Claudio Santamaria, Jerzy Stuhr, Flonja Kodheli","Italy, Switzerland, Albania, Poland","Friday, 4 May 2018",2018,TV-MA,105 min,"Dramas, International Movies",105,Dramas,No
s4906,Movie,The Price of Success,Teddy Lussi-Modeste,"Tahar Rahim, Maïwenn Le Besco, Roschdy Zem, Grégoire Colin, Sultan, Ali Marhyar, Camille Lellouche, Saïda Bekkouche, Meriem Serbah, Salma Lahmer",France,"Monday, 30 April 2018",2017,TV-MA,92 min,"Dramas, International Movies",92,Dramas,No
s4972,Movie,Layla M.,Mijke de Jong,"Nora El Koussour, Ilias Addab, Mohammed Azaay, Esma Abouzahra, Bilal Wahib, Nezha Karim, Ayisha Siddiqi, Aziz Akazim, Hassan Akkouch, Husam Chadat","Netherlands, Belgium, Germany, Jordan","Friday, 23 March 2018",2016,TV-MA,99 min,"Dramas, International Movies",99,Dramas,No
s4987,Movie,The Art of Loving,Maria Sadowska,"Magdalena Boczarska, Eryk Lubos, Justyna Wasilewska, Piotr Adamczyk, Arkadiusz Jakubik, Wojciech Mecwaldowski, Borys Szyc, Katarzyna Kwiatkowska, Artur Barci?",Poland,"Thursday, 15 March 2018",2017,TV-MA,115 min,"Dramas, International Movies",115,Dramas,No
s5331,Movie,Los Herederos,Jorge Hernandez Aldana,"Máximo Hollander, Sebastián Aguirre, Úrsula Pruneda, Rodrigo Mendoza, Germán Bracco, Tomás Manterola, Regina Soto, Diego Velázquez, Mónica Del Carmen, José Egüez, Pablo Cruz",Mexico,"Saturday, 12 August 2017",2015,TV-MA,71 min,"Dramas, International Movies",71,Dramas,No
s5374,Movie,Uncertain Glory,Agustí Villaronga,"Marcel Borràs, Bruna Cusí, Nuria Prims, Oriol Pla, Luisa Gavasa, Terele Pávez, Fernando Esteso, Juan Diego, Roger Casamajor, Jorge Usón",Spain,"Monday, 17 July 2017",2017,TV-MA,116 min,"Dramas, International Movies",116,Dramas,No
s5487,Movie,The Devil's Mistress,Filip Renc,"Tatiana Pauhofová, Karl Markovics, Gedeon Burkhard, Simona Stasová, Martin Huba, Pavel Kríz, Zdenka Procházková, Anna Fialová, Lenka Vlasáková, Jirí Mádl","Czech Republic, Slovakia","Monday, 15 May 2017",2016,TV-MA,110 min,"Dramas, International Movies",110,Dramas,No
s5508,Movie,The Next Skin,"Isaki Lacuesta, Isa Campo","Àlex Monner, Emma Suárez, Sergi López, Bruno Todeschini, Igor Szpakowski, Sílvia Bel, Greta Fernández, Mikel Iglesias","Spain, Switzerland","Monday, 1 May 2017",2016,TV-MA,104 min,"Dramas, International Movies",104,Dramas,No
s5551,Movie,Skins,Eduardo Casanova,"Ana Polvorosa, Candela Peña, Macarena Gómez, Carmen Machi, Jon Kortajarena, Secun de la Rosa, Itziar Castro, Antonio Durán 'Morris', Joaquín Climent, Ana María Ayala, Eloi Costa",Spain,"Saturday, 1 April 2017",2017,TV-MA,78 min,"Dramas, International Movies",78,Dramas,No
s5552,Movie,The Tenth Man,Daniel Burman,"Alan Sabbagh, Julieta Zylberberg, Usher Barilka, Elvira Onetto, Adrián Stoppelman, Dan Breitman, Elisa Carricajo",Argentina,"Saturday, 1 April 2017",2016,TV-MA,81 min,"Dramas, International Movies",81,Dramas,No
s5589,Movie,Jonas,Lô Politi,"Jesuíta Barbosa, Laura Neiva, Criolo, Ana Cecília Costa, João Fábio Cabral, Ariclenes Barroso, Karol Conká, Chay Suede, Luciana Souza, Chris Couto, Roberto Berindelli",Brazil,"Sunday, 26 February 2017",2015,TV-MA,97 min,"Dramas, International Movies",97,Dramas,No
s5624,Movie,Semana Santa,Alejandra Márquez Abella,"Tenoch Huerta, Anajosé Aldrete, Esteban Ávila, David Thornton, Jimena Cuarón, Lakshmi Picazo",Mexico,"Tuesday, 31 January 2017",2015,TV-MA,87 min,"Dramas, International Movies",87,Dramas,No
s5627,Movie,O Silêncio do Céu,Marco Dutra,"Leonardo Sbaraglia, Carolina Dieckmann, Chino Darín, Alvaro Armand Ugon, Mirella Pascual, Roberto Suárez, Paula Cohen, Dylan Cortes, Priscila Bellora, Gabriela Freire, María Mendive",Brazil,"Wednesday, 25 January 2017",2016,TV-MA,102 min,"Dramas, International Movies",102,Dramas,No
s5636,Movie,We Are Young. We Are Strong.,Burhan Qurbani,"Jonas Nay, Trang Le Hong, Devid Striesow, Joel Basman, Saskia Rosendahl, Paul Gäbler, David Schütter, Jakob Bieber, Swantje Kohlhof, Mai Duong Kieu",Germany,"Sunday, 15 January 2017",2014,TV-MA,123 min,"Dramas, International Movies",123,Dramas,No
s5657,Movie,7:19,Jorge Michel Grau,"Demián Bichir, Héctor Bonilla, Oscar Serrano, Azalia Ortiz, Octavio Michel, Carmen Beato",Mexico,"Friday, 23 December 2016",2016,TV-MA,93 min,"Dramas, International Movies",93,Dramas,No
s5744,Movie,7 años,Roger Gual,"Paco León, Juana Acosta, Juan Pablo Raba, Alex Brendemühl, Manuel Morón",Spain,"Thursday, 27 October 2016",2016,TV-MA,77 min,"Dramas, International Movies",77,Dramas,No
s5766,Movie,Chatô: The King of Brazil,Guilherme Fontes,"Marco Ricca, Andrea Beltrão, Letícia Sabatella, Leandra Leal, Gabriel Braga Nunes, Paulo Betti, Marcos Oliveira, Eliane Giardini",Brazil,"Saturday, 1 October 2016",2015,TV-MA,105 min,"Dramas, International Movies",105,Dramas,No
s5852,Movie,Belgica,"Felix Van Groeningen, Felix van Groeningen","Stef Aerts, Tom Vermeir, Charlotte Vandermeersch, Hélène Devos, Boris Van Severen, Sara De Bosschere, Dominique Van Malder, Sam Louwyck, Stefaan De Winter, Silvanus Saow","Belgium, France, Netherlands","Friday, 15 April 2016",2016,TV-MA,127 min,"Dramas, International Movies",127,Dramas,No
s5955,Movie,Even the Rain,Icíar Bollaín,"Luis Tosar, Gael García Bernal, Juan Carlos Aduviri, Karra Elejalde, Raúl Arévalo, Carlos Santos, Cassandra Ciangherotti, Milena Soliz, Leónidas Chiri, Vicente Romero, Daniel Currás, Pau Cólera","Spain, Mexico, France","Tuesday, 17 May 2011",2010,TV-MA,103 min,"Dramas, International Movies",103,Dramas,No
s5957,Movie,Just Another Love Story,Ole Bornedal,"Anders W. Berthelsen, Rebecka Hemse, Nikolaj Lie Kaas, Charlotte Fich, Dejan Cukic, Karsten Jansfort, Flemming Enevold, Bent Mejding, Ewa Fröling, Josephine Raahauge, Timm Vladimir, Ditte Hansen",Denmark,"Tuesday, 5 May 2009",2007,TV-MA,104 min,"Dramas, International Movies",104,Dramas,No
s6051,Movie,A Noble Intention,Joram Lürsen,"Gijs Scholten van Aschat, Jacob Derwig, Rifka Lodeizen, Juda Goslinga, Zeb Troostwijk, Elisabeth Hesemans, Joosje Duk",Netherlands,"Thursday, 1 September 2016",2015,TV-MA,111 min,"Dramas, International Movies",111,Dramas,No
s6083,Movie,Abzurdah,Daniela Goggi,"Eugenia Suárez, Esteban Lamothe, Gloria Carrá, Rafael Spregelburd, Tomás Ottaviano, Julieta Gullo, Zoe Hochbaum, Lucia Carolina Pecrul",Argentina,"Thursday, 25 August 2016",2015,TV-MA,90 min,"Dramas, International Movies",90,Dramas,No
s6230,Movie,Bangkok Hell,Manop Janjarasskul,"Chalad Na Songkhla, Sahatchai 'Stop' Chumrum, Pornchai Hongrattanaporn, Kongsak Kaenmeepol, Samart Saengsa-Ngiam, Suthpong Kanithanon",Thailand,"Friday, 14 September 2018",2002,TV-MA,107 min,"Dramas, International Movies",107,Dramas,No
s6420,Movie,Cardboard Gangsters,Mark O'Connor,"John Connors, Fionn Walton, Kierston Wareing, Paul Alwright, Ryan Lincoln, Jimmy Smallhorne, Toni O'Rourke, Fionna Hewitt-Twamley, Stephen Clinch, Ciaran McCabe",Ireland,"Saturday, 15 September 2018",2016,TV-MA,92 min,"Dramas, International Movies",92,Dramas,No
s6600,Movie,Devil's Bride,Saara Cantell,"Tuulia Eloranta, Magnus Krepper, Elin Petersdottir, Claes Malmberg, Kaija Pakarinen, Antti Reini, Lauri Tanskanen, Johanna af Schultén, Maria Sid, Pirkko Hämäläinen, Sonja Halla-aho","Finland, Sweden, Norway, Latvia, Germany","Thursday, 1 June 2017",2016,TV-MA,108 min,"Dramas, International Movies",108,Dramas,No
s6878,Movie,Good Luck,Tarek Abdel Moaty,"Ahmed Eid, May Kassab, Diaa El Merghany, Samy Maghawry, Badria Tolba, Hassan Abdulfattah, Ahmed Safwat, Sayed Sadek, Laila Gamal",Egypt,"Friday, 21 June 2019",2012,TV-MA,99 min,"Dramas, International Movies",99,Dramas,No
s7372,Movie,Mad World,Chun Wong,"Shawn Yue, Eric Tsang, Elaine Jin, Charmaine Fong",Hong Kong,"Thursday, 20 September 2018",2016,TV-MA,102 min,"Dramas, International Movies",102,Dramas,No
s7425,Movie,May We Chat,Philip Yung,"Irene Wan, Peter Mak, Rainky Wai, Heidi Lee, Kabby Hui, Paulyn Sun, Dominic Ho, Au Cheuk-Man",Hong Kong,"Sunday, 26 August 2018",2014,TV-MA,99 min,"Dramas, International Movies",99,Dramas,No
s7659,Movie,Once Upon a Time in London,Simon Rumley,"Leo Gregory, Terry Stone, Doug Allen, Andy Beckwith, Kate Braithwaite, Holly Earl, Joe Egan, Nadia Forde",United Kingdom,"Wednesday, 15 April 2020",2019,TV-MA,111 min,"Dramas, International Movies",111,Dramas,No
s7724,Movie,Pekak,Mohd Khairul Azri Bin Md Noor,"Zahiril Adzim, Sharifah Amani, Amerul Affendi, Sharifah Sakinah, Iedil Putra, Zaidi Omar, Joe Flizzow, Chew Kin-Wah",Malaysia,"Friday, 25 August 2017",2016,TV-MA,95 min,"Dramas, International Movies",95,Dramas,No
s7751,Movie,Planetarium,Rebecca Zlotowski,"Natalie Portman, Lily-Rose Depp, Emmanuel Salinger, Amira Casar, Pierre Salvadori, Louis Garrel","France, Belgium","Monday, 1 January 2018",2016,TV-MA,108 min,"Dramas, International Movies",108,Dramas,No
s7886,Movie,Roh's Beauty,Sameh Abdulaziz,"Haifa Wehbe, Bassem Samra, Mohamed Lotfy, Ahmed Fathy, Nagua Fouad, Ahlam Al-Gritly, Karim El Abnoudi, Salah Abdullah, Hakim, Usha",Egypt,"Friday, 19 April 2019",2014,TV-MA,98 min,"Dramas, International Movies",98,Dramas,No
s8050,Movie,Soekarno,Hanung Bramantyo,"Ario Bayu, Lukman Sardi, Maudy Koesnaedi, Tanta Ginting, Tika Bravani, Emir Mahira, Sujiwo Tedjo, Ayu Laksmi, Matias Muchus",Indonesia,"Saturday, 5 January 2019",2013,TV-MA,142 min,"Dramas, International Movies",142,Dramas,No
s8164,Movie,Temporada de Caza,Natalia Garagiola,"Germán Palacios, Lautaro Bettoni, Boy Olmi, Rita Pauls, Pilar Benitez Vibart, Diana Szeinblum","Argentina, France, United States, Germany, Qatar","Sunday, 15 July 2018",2017,TV-MA,108 min,"Dramas, International Movies",108,Dramas,No
s8344,Movie,The Heroes of Evil,Zoe Berriatúa,"Emilio Palacios, Jorge Clemente, Beatriz Medina, Macarena Gómez, Olivia Baglivi, Paula Soldevila, Nacho Coronado, Beatriz Olivares",Spain,"Wednesday, 1 June 2016",2015,TV-MA,99 min,"Dramas, International Movies",99,Dramas,No
s8365,Movie,The Intent 2: The Come Up,"Femi Oyeniran, Nicky Slimting Walker","Justin Clarke Samuel, Ashley Chin, Nicky Slimting Walker, Femi Oyeniran, Dylan Duffus, Shone Romulus, Adam Deacon, Karen Bryson, Selva Rasalingam, Jay Brown",United Kingdom,"Thursday, 21 February 2019",2018,TV-MA,103 min,"Dramas, International Movies",103,Dramas,No
s8419,Movie,The Mayor,Park In-je,"Min-sik Choi, Do-won Kwak, Eun-kyung Shim, So-ri Moon, Mi-ran Ra, Hye-young Ryu, Ki Hong Lee, Sun-gyu Jin, Joo-yeon Lee, Byeong-eun Park",South Korea,"Saturday, 30 September 2017",2017,TV-MA,130 min,"Dramas, International Movies",130,Dramas,No
s8547,Movie,The Unknown Girl,"Jean-Pierre Dardenne, Luc Dardenne","Adèle Haenel, Olivier Bonnaud, Jérémie Renier, Louka Minnella, Christelle Cornil, Olivier Gourmet, Fabrizio Rongione, Thomas Doret","Belgium, France","Tuesday, 12 December 2017",2016,TV-MA,106 min,"Dramas, International Movies",106,Dramas,No
s8564,Movie,The Workshop,Laurent Cantet,"Marina Foïs, Matthieu Lucci, Warda Rammach, Issam Talbi, Florian Beaujean, Mamadou Doumbia, Julien Souve, Mélissa Guilbert, Olivier Thouret, Lény Sellam",France,"Saturday, 10 November 2018",2017,TV-MA,114 min,"Dramas, International Movies",114,Dramas,No
s8789,Movie,You Carry Me,Ivona Juka,"Lana Baric, Vojislav Brajovic, Natasa Janjic, Goran Hajdukovic, Helena Beljan, Juraj Dabic, Natasa Dorcic, Sebastian Cavazza, Ana Begic, Krunoslav Saric","Croatia, Slovenia, Serbia, Montenegro","Friday, 1 July 2016",2015,TV-MA,157 min,"Dramas, International Movies",157,Dramas,No
s756,Movie,Kitty Love: An Homage to Cats,N/A,Nicolette Kluijver,Netherlands,"Saturday, 5 June 2021",2021,TV-G,61 min,"Children & Family Movies, Documentaries, International Movies",61,Children & Family Movies,No
s999,Movie,Searching For Sheela,N/A,Ma Anand Sheela,India,"Thursday, 22 April 2021",2021,TV-14,58 min,"Documentaries, International Movies",58,Documentaries,No
s1162,Movie,Elizabeth and Margaret: Love and Loyalty,N/A,,United Kingdom,"Friday, 26 March 2021",2020,TV-PG,87 min,Documentaries,87,Documentaries,No
s1288,Movie,Fate: The Winx Saga - The Afterparty,N/A,"David Spade, London Hughes, Fortune Feimster, Abigail Cowen, Hannah Van Der Westhuysen, Precious Mustapha, Eliot Salt, Elisha Applebaum",United Kingdom,"Saturday, 20 February 2021",2021,TV-14,36 min,"Comedies, Dramas",36,Comedies,No
s1432,Movie,Stuck Apart,N/A,"Engin Günayd?n, Haluk Bilginer, Binnur Kaya, Öner Erkan, ?rem Sak, Fatih Artman, Gülçin Sant?rc?o?lu, ?lker Aksum, Hülya Duyar, Göktu? Y?ld?r?m, Helin Kandemir",Turkey,"Friday, 8 January 2021",2021,TV-MA,97 min,"Comedies, Dramas, International Movies",97,Comedies,No
s1578,Movie,Emicida: AmarElo - It’s All For Yesterday,N/A,Emicida,Brazil,"Tuesday, 8 December 2020",2020,TV-MA,90 min,"Documentaries, International Movies, Music & Musicals",90,Documentaries,No
s1595,Movie,Leyla Everlasting,N/A,"Demet Akba?, Haluk Bilginer, Elçin Sangu, F?rat Tan??, Alican Yücesoy, Emre K?v?lc?m, Hakan Eke, ?hsan Ceylan, Bimen Zartar",Turkey,"Friday, 4 December 2020",2020,TV-MA,113 min,"Comedies, International Movies",113,Comedies,No
s1608,Movie,Hazel Brugger: Tropical,N/A,Hazel Brugger,Germany,"Wednesday, 2 December 2020",2020,TV-MA,58 min,Stand-Up Comedy,58,Stand-Up Comedy,No
s1739,Movie,A Christmas Catch,N/A,"Emily Alatalo, Lauren Holly, Yanic Truesdale, Franco Lo Presti, Andrew Bushell, Genelle Williams, Kyana Teresa, Eric Hicks",Canada,"Wednesday, 4 November 2020",2018,TV-G,87 min,"Dramas, Romantic Movies",87,Dramas,No
s1872,Movie,Super Monsters: Dia de los Monsters,N/A,,Canada,"Friday, 9 October 2020",2020,TV-Y,25 min,Children & Family Movies,25,Children & Family Movies,No
s2098,Movie,Rising Phoenix,N/A,,United Kingdom,"Wednesday, 26 August 2020",2020,PG-13,107 min,"Documentaries, International Movies, Sports Movies",107,Documentaries,No
s2335,Movie,Seven (Tamil),N/A,,India,"Friday, 26 June 2020",2019,TV-MA,111 min,"Dramas, International Movies, Romantic Movies",111,Dramas,No
s2385,Movie,The Show Must Go On: The Queen + Adam Lambert Story,N/A,"Adam Lambert, Brian May, Roger Taylor","United Kingdom, United States","Monday, 15 June 2020",2019,TV-MA,85 min,"Documentaries, Music & Musicals",85,Documentaries,No
s2441,Movie,True: Rainbow Rescue,N/A,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",Canada,"Tuesday, 2 June 2020",2020,TV-Y,24 min,Children & Family Movies,24,Children & Family Movies,No
s2693,Movie,LA Originals,N/A,,"United States, Argentina","Friday, 10 April 2020",2020,TV-MA,92 min,"Documentaries, International Movies, Music & Musicals",92,Documentaries,No
s2870,Movie,Amit Tandon: Family Tandoncies,N/A,Amit Tandon,India,"Friday, 28 February 2020",2019,TV-14,72 min,Stand-Up Comedy,72,Stand-Up Comedy,Yes
s2965,Movie,Night on Earth: Shot in the Dark,N/A,Samira Wiley,United Kingdom,"Saturday, 1 February 2020",2020,TV-PG,59 min,Movies,59,Movies,No
s3197,Movie,Lakeeran,N/A,"Harman Virk, Yuvika Chaudhry, Nirmal Rishi, Shavinder Mahal, B.N. Sharma, Anita Meet, Poonam Sood, B.B. Verma, Satwant Kaur, Gurinder Rai",India,"Sunday, 1 December 2019",2016,TV-PG,111 min,"Dramas, International Movies, Romantic Movies",111,Dramas,No
s3351,Movie,True: Grabbleapple Harvest,N/A,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",Canada,"Friday, 1 November 2019",2019,TV-Y,24 min,Children & Family Movies,24,Children & Family Movies,No
